date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:24:21	178/178	---M-Z	200	added ('OK')	text/plain	etag:%2234391e8f1923d41:0%22	https://www.switchtv.ke/robots.txt		(from )
10:24:27	2363667/2363667	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:24:21%20GMT	https://www.switchtv.ke/	/Desktop/SwitchTvClone/www.switchtv.ke/index.html	(from )
10:24:28	2542/2542	---M--	200	added ('OK')	image/png	etag:%225212602b9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-57x57.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-57x57.png	(from https://www.switchtv.ke/)
10:24:29	2638/2638	---M--	200	added ('OK')	image/png	etag:%22b439352c9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-60x60.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-60x60.png	(from https://www.switchtv.ke/)
10:24:30	2890/2890	---M--	200	added ('OK')	image/png	etag:%2250a0462c9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-72x72.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-72x72.png	(from https://www.switchtv.ke/)
10:24:32	2936/2936	---M--	200	added ('OK')	image/png	etag:%22a0cefe2c9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-76x76.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-76x76.png	(from https://www.switchtv.ke/)
10:24:33	3890/3890	---M--	200	added ('OK')	image/png	etag:%22563022299bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-114x114.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-114x114.png	(from https://www.switchtv.ke/)
10:24:34	4015/4015	---M--	200	added ('OK')	image/png	etag:%2232d983299bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-120x120.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-120x120.png	(from https://www.switchtv.ke/)
10:24:36	4640/4640	---M--	200	added ('OK')	image/png	etag:%228e90152a9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-144x144.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-144x144.png	(from https://www.switchtv.ke/)
10:24:37	4839/4839	---M--	200	added ('OK')	image/png	etag:%22cefb6e2a9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-152x152.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-152x152.png	(from https://www.switchtv.ke/)
10:24:38	7544/7544	---M--	200	added ('OK')	image/png	etag:%228299582b9bfed31:0%22	https://www.switchtv.ke/favicons/apple-icon-180x180.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/apple-icon-180x180.png	(from https://www.switchtv.ke/)
10:24:39	4693/4693	---M--	200	added ('OK')	image/png	etag:%222467e3269bfed31:0%22	https://www.switchtv.ke/favicons/android-icon-192x192.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/android-icon-192x192.png	(from https://www.switchtv.ke/)
10:24:41	1904/1904	---M--	200	added ('OK')	image/png	etag:%22fc66a82f9bfed31:0%22	https://www.switchtv.ke/favicons/favicon-32x32.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/favicon-32x32.png	(from https://www.switchtv.ke/)
10:24:42	3410/3410	---M--	200	added ('OK')	image/png	etag:%227aafaa2f9bfed31:0%22	https://www.switchtv.ke/favicons/favicon-96x96.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/favicon-96x96.png	(from https://www.switchtv.ke/)
10:24:43	1291/1291	---M--	200	added ('OK')	image/png	etag:%22aa69da2e9bfed31:0%22	https://www.switchtv.ke/favicons/favicon-16x16.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/favicon-16x16.png	(from https://www.switchtv.ke/)
10:24:45	720/720	---M--	200	added ('OK')	application/json	etag:%22549daf309bfed31:0%22	https://www.switchtv.ke/favicons/manifest.json	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/manifest.json	(from https://www.switchtv.ke/)
10:24:46	4640/4640	---M--	200	added ('OK')	image/png	etag:%22661697319bfed31:0%22	https://www.switchtv.ke/favicons/ms-icon-144x144.png	/Desktop/SwitchTvClone/www.switchtv.ke/favicons/ms-icon-144x144.png	(from https://www.switchtv.ke/)
10:24:47	166/166	---M--	303	error ('See%20Other')	text/html	date:Tue,%2022%20Jun%202021%2007:24:43%20GMT	http://www.switchtv.ke/img/logo-banner.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/logo-banner.f.delayed	(from https://www.switchtv.ke/)
10:24:48	29000/29000	---M--	200	added ('OK')	image/png	etag:%22a4d4fdb86eed41:0%22	https://www.switchtv.ke/img/logo-banner.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/logo-banner.png	(from https://www.switchtv.ke/)
10:24:49	202451/202451	---M-Z	200	added ('OK')	text/css	etag:%22a4455cac3bfed61:0%22	https://www.switchtv.ke/dist/css/style.min.css	/Desktop/SwitchTvClone/www.switchtv.ke/dist/css/style.min.css	(from https://www.switchtv.ke/)
10:24:50	2663/2663	---M-Z	200	added ('OK')	text/css	etag:%22e89198fd5dabd51:0%22	https://www.switchtv.ke/css/alfonce.css	/Desktop/SwitchTvClone/www.switchtv.ke/css/alfonce.css	(from https://www.switchtv.ke/)
10:24:52	6778/6778	---M-Z	200	added ('OK')	application/javascript	etag:%22c6e4d7b03bfed61:0%22	https://www.switchtv.ke/dist/js/lazysizes.min.js	/Desktop/SwitchTvClone/www.switchtv.ke/dist/js/lazysizes.min.js	(from https://www.switchtv.ke/)
10:24:53	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%229afe8ab03bfed61:0%22	https://www.switchtv.ke/dist/js/jquery.min.js	/Desktop/SwitchTvClone/www.switchtv.ke/dist/js/jquery.min.js	(from https://www.switchtv.ke/)
10:24:54	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:%22d0e7f6b13bfed61:0%22	https://www.switchtv.ke/dist/js/popper.min.js	/Desktop/SwitchTvClone/www.switchtv.ke/dist/js/popper.min.js	(from https://www.switchtv.ke/)
10:24:56	50731/50731	---M-Z	200	added ('OK')	application/javascript	etag:%2298d11bae3bfed61:0%22	https://www.switchtv.ke/dist/js/bootstrap.min.js	/Desktop/SwitchTvClone/www.switchtv.ke/dist/js/bootstrap.min.js	(from https://www.switchtv.ke/)
10:24:57	1197/1197	---M-Z	200	added ('OK')	application/javascript	etag:%2220e36b13bfed61:0%22	https://www.switchtv.ke/dist/js/main.min.js	/Desktop/SwitchTvClone/www.switchtv.ke/dist/js/main.min.js	(from https://www.switchtv.ke/)
10:24:59	84265/84265	---M-Z	200	added ('OK')	application/javascript	etag:%2244e4f63bfed61:0%22	https://www.switchtv.ke/js/slick.js	/Desktop/SwitchTvClone/www.switchtv.ke/js/slick.js	(from https://www.switchtv.ke/)
10:25:00	3022/3022	---M-Z	200	added ('OK')	application/javascript	etag:%22d28856f53bfed61:0%22	https://www.switchtv.ke/js/customize-slick.js	/Desktop/SwitchTvClone/www.switchtv.ke/js/customize-slick.js	(from https://www.switchtv.ke/)
10:25:02	7399/7399	---M-Z	200	added ('OK')	application/javascript	etag:%22ee9e5ab03bfed61:0%22	https://www.switchtv.ke/dist/js/jquery.timeago.js	/Desktop/SwitchTvClone/www.switchtv.ke/dist/js/jquery.timeago.js	(from https://www.switchtv.ke/)
10:25:03	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Jun%202021%2007:25:00%20GMT	https://www.switchtv.ke/manifest.json	/Desktop/SwitchTvClone/www.switchtv.ke/manifest.1b.delayed	(from https://www.switchtv.ke/)
10:25:05	9385/9385	---M--	200	added ('OK')	image/svg+xml	etag:%223012a5c56eed41:0%22	https://www.switchtv.ke/img/switch-tv-logo.svg	/Desktop/SwitchTvClone/www.switchtv.ke/img/switch-tv-logo.svg	(from https://www.switchtv.ke/)
10:25:07	45222/45222	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:03%20GMT	https://www.switchtv.ke/e-news	/Desktop/SwitchTvClone/www.switchtv.ke/e-news.html	(from https://www.switchtv.ke/)
10:25:08	20436/20436	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:04%20GMT	https://www.switchtv.ke/live	/Desktop/SwitchTvClone/www.switchtv.ke/live.html	(from https://www.switchtv.ke/)
10:25:09	33694/33694	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:06%20GMT	https://www.switchtv.ke/shows	/Desktop/SwitchTvClone/www.switchtv.ke/shows.html	(from https://www.switchtv.ke/)
10:25:11	184856/184856	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:07%20GMT	https://www.switchtv.ke/schedule	/Desktop/SwitchTvClone/www.switchtv.ke/schedule.html	(from https://www.switchtv.ke/)
10:25:12	26105/26105	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:08%20GMT	https://www.switchtv.ke/contact	/Desktop/SwitchTvClone/www.switchtv.ke/contact.html	(from https://www.switchtv.ke/)
10:25:14	132188/132188	---M--	200	added ('OK')	image/png	etag:%22d0a14133c534d71:0%22	https://www.switchtv.ke/img/roundtable-home-slider.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/roundtable-home-slider.png	(from https://www.switchtv.ke/)
10:25:15	46226/46226	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:11%20GMT	https://www.switchtv.ke/showdetails/91-rt-roundtable	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/91-rt-roundtable.html	(from https://www.switchtv.ke/)
10:25:17	233854/233854	---M--	200	added ('OK')	image/jpeg	etag:%223698247adc41d71:0%22	https://www.switchtv.ke/img/homeslides/134.jpg	/Desktop/SwitchTvClone/www.switchtv.ke/img/homeslides/134.jpg	(from https://www.switchtv.ke/)
10:25:18	36903/36903	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:13%20GMT	https://www.switchtv.ke/showdetails/134-OH-MEN	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/134-OH-MEN.html	(from https://www.switchtv.ke/)
10:25:20	541910/541910	---M--	200	added ('OK')	image/png	etag:%22d41aae5e1cd71:0%22	https://www.switchtv.ke/img/full-circle-with-mwikali.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/full-circle-with-mwikali.png	(from https://www.switchtv.ke/)
10:25:20	44626/44626	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:16%20GMT	https://www.switchtv.ke/showdetails/54-full-circle	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/54-full-circle.html	(from https://www.switchtv.ke/)
10:25:22	346728/346728	---M--	200	added ('OK')	image/png	etag:%228ca0e98b831d71:0%22	https://www.switchtv.ke/img/homeslides/chatspot-home-slider.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/homeslides/chatspot-home-slider.png	(from https://www.switchtv.ke/)
10:25:23	44452/44452	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:20%20GMT	https://www.switchtv.ke/showdetails/48-chatspot	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/48-chatspot.html	(from https://www.switchtv.ke/)
10:25:25	161656/161656	---M--	200	added ('OK')	image/jpeg	etag:%22e6a5f025b25ad61:0%22	https://www.switchtv.ke/img/shows/59.jpg	/Desktop/SwitchTvClone/www.switchtv.ke/img/shows/59.jpg	(from https://www.switchtv.ke/)
10:25:26	44009/44009	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:23%20GMT	https://www.switchtv.ke/showdetails/59-Africa-focus	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/59-Africa-focus.html	(from https://www.switchtv.ke/)
10:25:30	44434/44434	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:25%20GMT	https://www.switchtv.ke/showdetails/90-breaking-today	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/90-breaking-today.html	(from https://www.switchtv.ke/)
10:25:30	1355554/1355554	---M--	200	added ('OK')	image/png	etag:%22b6807515624d61:0%22	https://www.switchtv.ke/img/breakingtoday.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/breakingtoday.png	(from https://www.switchtv.ke/)
10:25:31	182437/182437	---M--	200	added ('OK')	image/jpeg	etag:%22de99e79428a6d61:0%22	https://www.switchtv.ke/img/shows/104.jpg	/Desktop/SwitchTvClone/www.switchtv.ke/img/shows/104.jpg	(from https://www.switchtv.ke/)
10:25:32	44754/44754	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:29%20GMT	https://www.switchtv.ke/showdetails/104-Quizshow	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/104-Quizshow.html	(from https://www.switchtv.ke/)
10:25:34	119079/119079	---M--	200	added ('OK')	image/jpeg	etag:%225a5ebc9328a6d61:0%22	https://www.switchtv.ke/img/shows/102.jpg	/Desktop/SwitchTvClone/www.switchtv.ke/img/shows/102.jpg	(from https://www.switchtv.ke/)
10:25:35	44469/44469	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:31%20GMT	https://www.switchtv.ke/showdetails/102-DECODED	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/102-DECODED.html	(from https://www.switchtv.ke/)
10:25:37	148763/148763	---M--	200	added ('OK')	image/jpeg	etag:%22504335cbb15ad61:0%22	https://www.switchtv.ke/img/shows/89.jpg	/Desktop/SwitchTvClone/www.switchtv.ke/img/shows/89.jpg	(from https://www.switchtv.ke/)
10:25:38	43631/43631	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:34%20GMT	https://www.switchtv.ke/showdetails/89-switch-adhuhuri	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/89-switch-adhuhuri.html	(from https://www.switchtv.ke/)
10:25:40	118241/118241	---M--	200	added ('OK')	image/jpeg	etag:%22449cb2301d5d71:0%22	https://www.switchtv.ke/img/shows/49.jpg	/Desktop/SwitchTvClone/www.switchtv.ke/img/shows/49.jpg	(from https://www.switchtv.ke/)
10:25:41	44711/44711	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:37%20GMT	https://www.switchtv.ke/showdetails/49-switchboard	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/49-switchboard.html	(from https://www.switchtv.ke/)
10:25:43	253833/253833	---M--	200	added ('OK')	image/png	etag:%223ac9f6996eed41:0%22	https://www.switchtv.ke/img/ea-base-banner-bg.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/ea-base-banner-bg.png	(from https://www.switchtv.ke/)
10:25:44	44016/44016	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:40%20GMT	https://www.switchtv.ke/showdetails/56-EA-Base	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/56-EA-Base.html	(from https://www.switchtv.ke/)
10:25:47	44448/44448	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:42%20GMT	https://www.switchtv.ke/showdetails/3-Real-Talk	/Desktop/SwitchTvClone/www.switchtv.ke/showdetails/3-Real-Talk.html	(from https://www.switchtv.ke/)
10:25:47	589582/589582	---M--	200	added ('OK')	image/png	etag:%22447ba5ed4fed51:0%22	https://www.switchtv.ke/img/realtalk_new_slide-bg.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/realtalk_new_slide-bg.png	(from https://www.switchtv.ke/)
10:25:49	141282/141282	---M--	200	added ('OK')	image/png	etag:%22b832caa8f25d51:0%22	https://www.switchtv.ke/img/acroossalldevices.png	/Desktop/SwitchTvClone/www.switchtv.ke/img/acroossalldevices.png	(from https://www.switchtv.ke/)
10:25:49	38441/38441	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:45%20GMT	https://www.switchtv.ke/watchshow/7051-trending-Chatspot-Hustle-Goddess-on-the-spot	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7051-trending-Chatspot-Hustle-Goddess-on-the-spot.html	(from https://www.switchtv.ke/)
10:25:51	38595/38595	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:46%20GMT	https://www.switchtv.ke/watchshow/7047-trending-Full-Circle-The-power-of-two-becoming-one	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7047-trending-Full-Circle-The-power-of-two-becoming-one.html	(from https://www.switchtv.ke/)
10:25:52	37178/37178	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:48%20GMT	https://www.switchtv.ke/watchshow/7054-trending-Adhuhuri-kumbukumbu-za-Chris-Kirubi	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7054-trending-Adhuhuri-kumbukumbu-za-Chris-Kirubi.html	(from https://www.switchtv.ke/)
10:25:53	37666/37666	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:49%20GMT	https://www.switchtv.ke/watchshow/7053-trending-DECODED-Falling-in-Love-at-15	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7053-trending-DECODED-Falling-in-Love-at-15.html	(from https://www.switchtv.ke/)
10:25:55	37160/37160	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:51%20GMT	https://www.switchtv.ke/watchshow/7062-Adhuhuri-Usalama-Tajmall	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7062-Adhuhuri-Usalama-Tajmall.html	(from https://www.switchtv.ke/)
10:25:56	38771/38771	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:52%20GMT	https://www.switchtv.ke/watchshow/7061-Breaking-Today-Risky-Tajmall-underpass	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7061-Breaking-Today-Risky-Tajmall-underpass.html	(from https://www.switchtv.ke/)
10:25:57	37166/37166	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:53%20GMT	https://www.switchtv.ke/watchshow/7059-Adhuhuri-Wabunge-wakosoana-BUngeni	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7059-Adhuhuri-Wabunge-wakosoana-BUngeni.html	(from https://www.switchtv.ke/)
10:25:59	38762/38762	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:56%20GMT	https://www.switchtv.ke/watchshow/7055-Breaking-Today-UASU-threaten-Strike	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7055-Breaking-Today-UASU-threaten-Strike.html	(from https://www.switchtv.ke/)
10:26:00	37169/37169	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:57%20GMT	https://www.switchtv.ke/watchshow/7054-Adhuhuri-kumbukumbu-za-Chris-Kirubi	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7054-Adhuhuri-kumbukumbu-za-Chris-Kirubi.html	(from https://www.switchtv.ke/)
10:26:02	38772/38772	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:25:58%20GMT	https://www.switchtv.ke/watchshow/7050-Breaking-Today-Election-dates-will-not-change	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7050-Breaking-Today-Election-dates-will-not-change.html	(from https://www.switchtv.ke/)
10:26:03	37177/37177	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:00%20GMT	https://www.switchtv.ke/watchshow/7026-Adhuhuri-Maandamano-ya-wakulima-Mumias	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7026-Adhuhuri-Maandamano-ya-wakulima-Mumias.html	(from https://www.switchtv.ke/)
10:26:05	37177/37177	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:01%20GMT	https://www.switchtv.ke/watchshow/7019-Adhuhuri-Rais-akosa-kuteua-majaji-sita	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7019-Adhuhuri-Rais-akosa-kuteua-majaji-sita.html	(from https://www.switchtv.ke/)
10:26:06	38768/38768	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:02%20GMT	https://www.switchtv.ke/watchshow/7017-Breaking-Today-President-role-was-ceremonial	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7017-Breaking-Today-President-role-was-ceremonial.html	(from https://www.switchtv.ke/)
10:26:08	38776/38776	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:03%20GMT	https://www.switchtv.ke/watchshow/7016-Breaking-Today-Oparanya-message-to-Uhuru	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/7016-Breaking-Today-Oparanya-message-to-Uhuru.html	(from https://www.switchtv.ke/)
10:26:09	37195/37195	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:05%20GMT	https://www.switchtv.ke/watchshow/6976-Adhuhuri-Home-births---Real-talk-Round-Table	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6976-Adhuhuri-Home-births---Real-talk-Round-Table.html	(from https://www.switchtv.ke/)
10:26:10	38761/38761	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:07%20GMT	https://www.switchtv.ke/watchshow/6936-Breaking-Today-Bonchari-by-election	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6936-Breaking-Today-Bonchari-by-election.html	(from https://www.switchtv.ke/)
10:26:11	37177/37177	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:08%20GMT	https://www.switchtv.ke/watchshow/6935-Adhuhuri-Baraza-la-kitaifa-la-makanisa	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6935-Adhuhuri-Baraza-la-kitaifa-la-makanisa.html	(from https://www.switchtv.ke/)
10:26:13	38777/38777	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:09%20GMT	https://www.switchtv.ke/watchshow/6907-Breaking-Today-Bills-should-be-amended-in-house	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6907-Breaking-Today-Bills-should-be-amended-in-house.html	(from https://www.switchtv.ke/)
10:26:15	38767/38767	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:11%20GMT	https://www.switchtv.ke/watchshow/6906-Breaking-Today-More-KCSE-Celebrations	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6906-Breaking-Today-More-KCSE-Celebrations.html	(from https://www.switchtv.ke/)
10:26:16	38782/38782	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:13%20GMT	https://www.switchtv.ke/watchshow/6905-Breaking-Today-Pregnancy-cases-on-the-rise	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6905-Breaking-Today-Pregnancy-cases-on-the-rise.html	(from https://www.switchtv.ke/)
10:26:17	38752/38752	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:14%20GMT	https://www.switchtv.ke/watchshow/6904-Breaking-Today-World-mothers-day	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6904-Breaking-Today-World-mothers-day.html	(from https://www.switchtv.ke/)
10:26:19	38789/38789	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:15%20GMT	https://www.switchtv.ke/watchshow/6903-Breaking-Today-India-health-care-system-overwhelmed	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6903-Breaking-Today-India-health-care-system-overwhelmed.html	(from https://www.switchtv.ke/)
10:26:20	38767/38767	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:17%20GMT	https://www.switchtv.ke/watchshow/6902-Breaking-Today-Magoha-on-KCSE-results	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6902-Breaking-Today-Magoha-on-KCSE-results.html	(from https://www.switchtv.ke/)
10:26:22	38795/38795	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:18%20GMT	https://www.switchtv.ke/watchshow/6901-Breaking-Today-Chaos-witnessed-outside-the-parliament	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6901-Breaking-Today-Chaos-witnessed-outside-the-parliament.html	(from https://www.switchtv.ke/)
10:26:23	38780/38780	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:19%20GMT	https://www.switchtv.ke/watchshow/6900-Breaking-Today-New-supreme-court-judge-announced	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6900-Breaking-Today-New-supreme-court-judge-announced.html	(from https://www.switchtv.ke/)
10:26:25	38779/38779	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:21%20GMT	https://www.switchtv.ke/watchshow/6899-Breaking-Today-Kenya-Tanzania-relations--	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6899-Breaking-Today-Kenya-Tanzania-relations--.html	(from https://www.switchtv.ke/)
10:26:26	38761/38761	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:22%20GMT	https://www.switchtv.ke/watchshow/6898-Breaking-Today-The-BBI-drama-part-2	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6898-Breaking-Today-The-BBI-drama-part-2.html	(from https://www.switchtv.ke/)
10:26:27	38756/38756	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:24%20GMT	https://www.switchtv.ke/watchshow/6897-Breaking-Today-Governors-on-Covid-status	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6897-Breaking-Today-Governors-on-Covid-status.html	(from https://www.switchtv.ke/)
10:26:29	37278/37278	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:25%20GMT	https://www.switchtv.ke/watchshow/6830-Adhuhuri-Mwelekeo%20wa%20BBI%20ni%20upi	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6830-Adhuhuri-Mwelekeo%20wa%20BBI%20ni%20upi.html	(from https://www.switchtv.ke/)
10:26:30	37284/37284	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:27%20GMT	https://www.switchtv.ke/watchshow/6829-Adhuhuri-Mahakama-yasitisha-huduma	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6829-Adhuhuri-Mahakama-yasitisha-huduma.html	(from https://www.switchtv.ke/)
10:26:31	37266/37266	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:28%20GMT	https://www.switchtv.ke/watchshow/6828-Adhuhuri-Lawama-kuhusu-kafyu	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6828-Adhuhuri-Lawama-kuhusu-kafyu.html	(from https://www.switchtv.ke/)
10:26:33	37281/37281	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:29%20GMT	https://www.switchtv.ke/watchshow/6827-Adhuhuri-Sarah-Obama-aaga	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6827-Adhuhuri-Sarah-Obama-aaga.html	(from https://www.switchtv.ke/)
10:26:34	37287/37287	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2007:26:31%20GMT	https://www.switchtv.ke/watchshow/6826-Adhuhuri-Magari-yameegeshwa-vituoni	/Desktop/SwitchTvClone/www.switchtv.ke/watchshow/6826-Adhuhuri-Magari-yameegeshwa-vituoni.html	(from https://www.switchtv.ke/)
